season,team_id,team_name,player_name,player_id,pos_rank,eligible_slots,lineup_slot,acquisition_type,pro_team,on_team_id,position,total_points,avg_points,percent_owned,percent_started,actual_rushingAttempts,actual_rushingYards,actual_rushingYardsPerAttempt,actual_receivingReceptions,actual_receivingYards,actual_receivingTouchdowns,actual_receivingTargets,actual_receivingYardsAfterCatch,actual_receivingYardsPerReception,actual_fumbles,actual_turnovers,actual_defensiveTotalTackles,actual_teamWin,actual_teamLoss,actual_pointsScored,actual_gamesPlayed,actual_rushingTouchdowns,actual_passingAttempts,actual_passingCompletions,actual_passingIncompletions,actual_passingYards,actual_passingTouchdowns,actual_passingInterceptions,actual_passingCompletionPercentage,actual_madeFieldGoals,actual_attemptedFieldGoals,actual_missedFieldGoals,actual_madeExtraPoints,actual_attemptedExtraPoints,actual_missedExtraPoints,actual_defensiveTouchdowns,actual_defensiveInterceptions,actual_defensiveSacks,actual_defensiveForcedFumbles,actual_defensivePointsAllowed,actual_defensiveYardsAllowed,projected_rushingAttempts,projected_rushingYards,projected_rushingTouchdowns,projected_rushingYardsPerAttempt,projected_receivingYards,projected_receivingTouchdowns,projected_receivingReceptions,projected_receivingTargets,projected_receivingYardsPerReception,projected_fumbles,projected_turnovers,projected_gamesPlayed,projected_passingAttempts,projected_passingCompletions,projected_passingIncompletions,projected_passingYards,projected_passingTouchdowns,projected_passingInterceptions,projected_passingCompletionPercentage,projected_madeFieldGoals,projected_attemptedFieldGoals,projected_missedFieldGoals,projected_madeExtraPoints,projected_attemptedExtraPoints,projected_missedExtraPoints,projected_defensiveTouchdowns,projected_defensiveInterceptions,projected_defensiveSacks,projected_defensiveForcedFumbles,projected_defensiveTotalTackles,projected_defensivePointsAllowed,projected_defensiveYardsAllowed,round_num,round_pick,drafted_team_id
2022,12,josh gordon's cup,Clyde Edwards-Helaire,4242214,46,"RB, RB/WR",BE,DRAFT,KC,12,RB,89.8,8.98,42.18,6.22,71,302.0000002,4.25352113,17,151,3,23,144,8.88235294,,,,8,2,36,10,3,,,,,,,,,,,,,,,,,,,,171.748627,774.7515234227261,5.989097883,4.510961962,283.5770020701536,2.15678955,36.85456675,49.84812449,7.69448747,1.730178426,0.82644967,15.11764706,,,,,,,,,,,,,,,,,,,,,5,12,12
2022,12,josh gordon's cup,DeVonta Smith,4241478,9,"WR, RB/WR",RB/WR/TE,DRAFT,PHI,12,WR,207.1,12.18,95.16,70.59,,0,,95,1196,7,136,476,12.58947368,1,1,,14,3,42,17,,,,,,,,,,,,,,,,,,,,,,0,,,865.1096072841799,6.830757313,64.65976408,104.9090409,13.37941175,0.854585922,0.478568116,16.05882353,,,,,,,,,,,,,,,,,,,,,7,12,12
2022,12,josh gordon's cup,Chase Claypool,4046692,71,"WR, RB/WR",BE,DRAFT,CHI,12,WR,82.04,5.47,48.83,3.91,9,59.00000004,6.55555556,46,451.0000002,1,79,143,9.80434783,1,1,3,2,13,12,15,,1,1,,0.06666667,1,,1,,,,,,,,,,,,,11.71678418,71.36768607565524,0.610605108,6.091064321,862.5294142514031,3.967809611,59.83086679,105.9187821,14.41612767,0.880360093,0.478584702,16.05882353,,,,,,,,,,,,,,,,,,,,,9,12,12
2022,12,josh gordon's cup,David Njoku,3123076,13,"TE, RB/WR/TE",TE,DRAFT,CLE,12,TE,113,8.07,83.79,42.51,2,-8,-4,58,628.0000002,4,80,338,10.82758621,1,1,,5,9,24,14,,,,,,,,,,,,,,,,,,,,,,0,,,575.6009724265601,4.43198373,47.18023007,71.80978216,12.2000459,0.398795096,0.223325254,16.05882353,,,,,,,,,,,,,,,,,,,,,11,12,12
2022,12,josh gordon's cup,Marvin Jones Jr.,15072,57,"WR, RB/WR",BE,DRAFT,JAX,12,WR,93.9,5.87,17.58,2.31,,0,,46,529,3,81,95,11.5,,,1,9,7,18,16,,,,,,,,,,,,,,,,,,,,,,0,,,681.4401733750664,6.010662959,58.29847563,94.37900637,11.68881632,0.374403031,0.209665697,16.05882353,,,,,,,,,,,,,,,,,,,,,12,1,12
2022,12,josh gordon's cup,Michael Carter,4240657,43,"RB, RB/WR",RB,TRADE,NYJ,12,RB,105.5,6.59,73.6,15.55,114,402.0000001,3.52631579,41,287.9999998,,54,274,7.02439024,2,1,1,7,9,18,16,3,,,,,,,,,,,,,,,,,,,,104.5078904,448.7194368,2.716146192,4.293641706,368.6830351,1.573958855,43.36251517,60.96488286,8.502344333,1.015216459,0.496770463,15.11764706,,,,,,,,,,,,,,,,,,,,,10,3,7
2022,12,josh gordon's cup,Derek Carr,16757,17,QB,QB,ADD,NO,12,QB,219.08,14.61,52.35,13.38,24,102,4.25,,0,,,,,4,14,,6,9,144,15,,502,305,197,234.8,24,14,0.60756972,,,,,,,,,,,,,32.22742349,101.80662252585232,1.001463037,3.159005949,0,,,,,10.07970017,17.31640125,16,579.3520944,385.5950227,193.7570717,261.9906321,27.17658492,12.48814791,0.66556249,,,,,,,,,,,,,,12,9,5
2022,12,josh gordon's cup,Andy Dalton,14012,22,QB,BE,ADD,CAR,12,QB,174.24,12.45,10.97,3.15,30,54,1.8,,0,,,,,5,10,1,6,8,108,14,,378,252,126,205.0714286,18,9,0.66666667,,,,,,,,,,,,,6.595866905,27.50319509178034,0.239990784,4.169761987,0,,,,,0.747227319,2.409258355,4,65.65916679,42.06995956,23.58920723,112.704701,3.09344326,2.051867347,0.640732461,,,,,,,,,,,,,,0,0,-1
2022,12,josh gordon's cup,Robert Tonyan,2975674,20,"TE, RB/WR/TE",BE,ADD,CHI,12,TE,85.5,5.03,22.75,4.54,,0,,53,470.0000001,2,67,230,8.86792453,,,2,8,9,12,17,,,,,,,,,,,,,,,,,,,,,,0,,,488.5465642688923,4.562664323,45.99205201,63.07849921,10.62241285,0.444287903,0.248801226,15.11764706,,,,,,,,,,,,,,,,,,,,,0,0,-1
2022,12,josh gordon's cup,Tyler Allgeier,4373626,27,"RB, RB/WR",BE,ADD,ATL,12,RB,151.4,9.46,69.88,41.29,210,1035,4.92857143,16,139,1,17,164,8.6875,,,3,7,9,26,16,3,,,,,,,,,,,,,,,,,,,,99.25302825,409.6066253301606,2.044786852,4.126892978,115.57748628501818,0.528048188,16.05458752,21.1291528,7.199031812,0.945749102,0.448212505,15.11764706,,,,,,,,,,,,,,,,,,,,,0,0,-1
2022,12,josh gordon's cup,Cardinals D/ST,-16022,21,D/ST,D/ST,ADD,ARI,12,D/ST,91,5.35,21.28,13.03,,0,,,0,,,,,,,1148,4,13,,17,,,,,,,,,,,,,,,5,11,36,12,437,5931,,0,,,0,,,,,,,17,,,,,,,,,,,,,,1.785882381,13.49754942,40.26994892,15.41879999,1036.307419,412.3039574,6062.004128,0,0,-1
2022,12,josh gordon's cup,Harrison Butker,3055899,28,K,K,ADD,KC,12,K,96,7.38,86.19,75.04,,0,,,0,,,,,,,,11,2,92,13,,,,,,,,,18,24,6,38,41,3,,,,,,,,0,,,0,,,,,,,17,,,,,,,,27.49276094,31.24074208,3.747981131,51.47282394,52.56175243,1.088928493,,,,,,,,14,4,2
2022,12,josh gordon's cup,Travis Etienne Jr.,4239996,17,"RB, RB/WR",RB,TRADE,JAX,12,RB,187.6,11.04,98.62,81.62,220,1124.999999,5.11363636,35,316.0000001,,45,354,9.02857143,5,3,,9,8,32,17,5,,,,,,,,,,,,,,,,,,,,159.7719419,719.8746653691439,4.315007953,4.50563883,421.1683000292807,2.010309903,53.67926561,70.87133489,7.846014569,1.750719469,0.849358505,15.11764706,,,,,,,,,,,,,,,,,,,,,4,3,7
2022,12,josh gordon's cup,A.J. Brown,4047646,5,"WR, RB/WR",WR,TRADE,PHI,12,WR,255.6,15.04,99.83,95.73,,0,,88,1496,11,145,548,17,2,2,2,14,3,66,17,,,,,,,,,,,,,,,,,,,,,,0,,,1049.0001746354817,7.147906217,72.85469548,119.4507672,14.39852528,0.78161398,0.437703829,16.05882353,,,,,,,,,,,,,,,,,,,,,3,10,7
2023,1,The Commish,Christian McCaffrey,3117251,1,"RB, RB/WR",RB,DRAFT,SF,1,RB,357.8,22.36,95.72,60.99,272,1459,5.36397059,67,564.0000002,7,83,461,8.41791045,3,2,2,12,4,126,16,14,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,14.17647059,,,,,,,,,,,,,,,,,,,,,1,6,1
2023,1,The Commish,Najee Harris,4241457,20,"RB, RB/WR",RB/WR/TE,DRAFT,PIT,1,RB,181,10.65,89.73,51.16,255,1035,4.05882353,29,170.00000013000002,,38,175,5.86206897,2,1,,10,7,48,17,8,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,14.17647059,,,,,,,,,,,,,,,,,,,,,2,7,1
2023,1,The Commish,Patrick Mahomes,3139477,8,QB,QB,DRAFT,KC,1,QB,280.22,17.51,96.8,64.28,75,389.0000003,5.18666667,,0,,,,,5,17,1,10,6,162,16,,597,401,196,261.4375,27,14,0.67169179,,,,,,,,,,,,,,0,,,0,,,,,,,15,,,,,,,,,,,,,,,,,,,,,3,6,1
2023,1,The Commish,Keenan Allen,15818,8,"WR, RB/WR",BE,DRAFT,CHI,1,WR,224.86,17.3,94.74,28.42,2,6,3,108,1243,7,150,396,11.50925926,2,1,,5,8,48,13,,2,1,1,3.76923077,1,,0.5,,,,,,,,,,,,,,0,,,0,,,,,,,14.17647059,,,,,,,,,,,,,,,,,,,,,4,7,1
2023,1,The Commish,Darren Waller,2576925,21,"TE, RB/WR/TE",TE,DRAFT,NYG,1,TE,87.2,7.27,73.82,35.21,,0,,52,552.0000002,1,74,211,10.61538462,,,1,3,9,6,12,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,14.17647059,,,,,,,,,,,,,,,,,,,,,5,6,1
2023,1,The Commish,Javonte Williams,4361579,30,"RB, RB/WR",BE,DRAFT,DEN,1,RB,155.7,9.73,85.47,35.91,217,774.0000008,3.56682028,47,228,2,58,301,4.85106383,1,1,,8,8,34,16,3,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,14.17647059,,,,,,,,,,,,,,,,,,,,,6,7,1
2023,1,The Commish,Terry McLaurin,3121422,28,"WR, RB/WR",WR,DRAFT,WSH,1,WR,169.7,9.98,89.71,34.47,,0,,79,1002,4,132,350,12.6835443,,,5,4,13,24,17,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,15.11764706,,,,,,,,,,,,,,,,,,,,,7,6,1
2023,1,The Commish,AJ Dillon,4239934,40,"RB, RB/WR",BE,DRAFT,GB,1,RB,106.6,7.11,57.98,8.75,178,612.9999992,3.44382022,22,223.0000001,,28,231,10.13636364,,,,8,7,12,15,2,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,14.17647059,,,,,,,,,,,,,,,,,,,,,8,7,1
2023,1,The Commish,Jakobi Meyers,3916433,24,"WR, RB/WR",WR,DRAFT,LV,1,WR,183.08,11.44,82.22,24.52,4,24,6,71,806.9999998,8,106,242,11.36619718,,,1,8,8,66,16,2,3,2,1,0.75,1,,0.66666667,,,,,,,,,,,,,,0,,,0,,,,,,,15.11764706,,,,,,,,,,,,,,,,,,,,,11,6,1
2023,1,The Commish,Devin Singletary,4040761,31,"RB, RB/WR",RB,DRAFT,NYG,1,RB,152.34,8.96,77.36,40.72,216,898.0000005600001,4.15740741,30,192.9999999,,38,217,6.43333333,1,,2,10,7,30,17,4,1,1,,0.35294118,1,,1,,,,,,,,,,,,,,0,,,0,,,,,,,14.17647059,,,,,,,,,,,,,,,,,,,,,13,6,1
2023,1,The Commish,Russell Wilson,14881,14,QB,BE,DRAFT,PIT,1,QB,256.9,17.13,57.94,12.61,80,341,4.2625,,0,,,,,10,13,1,7,8,174,15,3,447,297,150,204.6666667,26,8,0.66442953,,,,,,,,,,,,,,0,,,0,,,,,,,13,,,,,,,,,,,,,,,,,,,,,15,6,1
2023,1,The Commish,Evan McPherson,4360234,14,K,K,ADD,CIN,1,K,135,7.94,74.24,62.56,,0,,,0,,,,,,,,9,8,118,17,,,,,,,,,26,31,5,40,40,,,,,,,,,0,,,0,,,,,,,17,,,,,,,,,,,,,,,,,,,,,11,1,12
2023,1,The Commish,Buccaneers D/ST,-16027,18,D/ST,BE,ADD,TB,1,D/ST,108,6.35,32.7,22.6,,0,,,0,,,,,,,1150,9,8,,17,,,,,,,,,,,,,,,1,13,48,18,323,5852,,0,,,0,,,,,,,17,,,,,,,,,,,,,,,,,,,,,0,0,-1
2023,1,The Commish,Pat Freiermuth,4361411,29,"TE, RB/WR/TE",BE,ADD,PIT,1,TE,60.8,5.07,58.66,26.98,,0,,32,308,2,47,145,9.625,,,3,6,6,14,12,,,,,,,,,,,,,,,,,,1,,,,0,,,643.5473443766971,4.157996961,59.57222162,87.63324965,10.80280921,0.485003686,0.271602064,15.11764706,,,,,,,,,,,,,,,,,,,,,9,10,5
2023,1,The Commish,Raiders D/ST,-16013,9,D/ST,BE,ADD,LV,1,D/ST,135,7.94,42.41,32.02,,0,,,0,,,,,,,1174,8,9,,17,,,,,,,,,,,,,,,5,13,46,14,325,5625,,0,,,0,,,,,,,17,,,,,,,,,,,,,,,,,,,,,0,0,-1
2023,1,The Commish,Bears D/ST,-16003,17,D/ST,D/ST,ADD,CHI,1,D/ST,110,6.47,21.61,14.94,,0,,,0,,,,,,,1067,7,10,,17,,,,,,,,,,,,,,,2,22,30,13,353,5511,,0,,,0,,,,,,,17,,,,,,,,,,,,,,,,,,,,,0,0,-1
2023,2,Hail the Sun God,Bijan Robinson,4430807,9,"RB, RB/WR",RB,DRAFT,ATL,2,RB,217.3,12.78,99.16,89.65,214,975.9999992,4.56074766,58,486.9999998,4,86,519,8.39655172,4,3,2,7,10,48,17,4,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,14.17647059,,,,,,,,,,,,,,,,,,,,,1,7,2
2023,2,Hail the Sun God,Amon-Ra St. Brown,4374302,3,"WR, RB/WR",WR,DRAFT,DET,2,WR,271.4,16.96,99.92,97.02,4,24,6,119,1515.0000003599998,10,164,668,12.73109244,1,1,4,11,5,60,16,,,,,,,,,,,,,,,,,,1,,,8.999266967,64.55354538939265,0.613466712,7.173200398,1041.2000526200463,5.48836558,95.31189358,131.9092567,10.92413563,1.043737083,0.575488103,15.11764706,,,,,,,,,,,,,,,,,,,,,2,6,2
2023,2,Hail the Sun God,Justin Fields,4362887,18,QB,QB,DRAFT,PIT,2,QB,230.18,17.71,93.07,64.58,124,657.0000004,5.2983871,,0,,,,,10,13,,5,8,120,13,4,370,227,143,197.0769231,16,9,0.61351351,,,,,,,,,,,,,,0,,,0,,,,,,,4,,,,,,,,,,,,,,,,,,,,,4,6,2
2023,2,Hail the Sun God,Diontae Johnson,3932905,43,"WR, RB/WR",RB/WR/TE,DRAFT,CAR,2,WR,127.2,9.09,80.43,26.29,,0,,51,717,5,87,261,14.05882353,1,,1,8,6,30,14,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,15.11764706,,,,,,,,,,,,,,,,,,,,,5,7,2
2023,2,Hail the Sun God,Jonathan Taylor,4242335,33,"RB, RB/WR",BE,DRAFT,IND,2,RB,146.9,14.69,96.62,62.19,169,740.9999992,4.38461538,19,153,1,23,174,8.05263158,1,,,5,5,48,10,7,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,14.17647059,,,,,,,,,,,,,,,,,,,,,7,7,2
2023,2,Hail the Sun God,Brian Robinson Jr.,4241474,22,"RB, RB/WR",BE,DRAFT,WSH,2,RB,180.1,12.01,83.5,19.88,178,733.0000003,4.11797753,36,367.9999999200001,4,43,409,10.22222222,4,2,1,4,11,56,15,5,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,14.17647059,,,,,,,,,,,,,,,,,,,,,8,6,2
2023,2,Hail the Sun God,De'Von Achane,4429160,24,"RB, RB/WR",RB,ADD,MIA,2,RB,177.2,16.11,94.05,59.57,103,799.9999999,7.76699029,27,197.0000001,3,37,262,7.2962963,1,1,,7,4,66,11,8,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,14.17647059,,,,,,,,,,,,,,,,,,,,,0,0,-1
2023,2,Hail the Sun God,Puka Nacua,4426515,4,"WR, RB/WR",WR,ADD,LAR,2,WR,246,14.47,96.3,61.21,12,89.00000004,7.41666667,105,1486,6,160,640,14.15238095,1,,1,10,7,36,17,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,15.11764706,,,,,,,,,,,,,,,,,,,,,0,0,-1
2023,2,Hail the Sun God,Tyjae Spears,4428557,35,"RB, RB/WR",BE,ADD,TEN,2,RB,127.8,7.52,42.31,12.26,100,453,4.53,52,384.9999998,1,70,460,7.40384615,1,,2,6,11,18,17,2,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,14.17647059,,,,,,,,,,,,,,,,,,,,,13,10,5
2023,2,Hail the Sun God,Kyler Murray,3917315,26,QB,BE,ADD,ARI,2,QB,146.36,18.3,76.44,36.2,44,244.0000002,5.54545455,,0,,,,,7,5,1,3,5,78,8,3,268,176,92,224.875,10,5,0.65671642,,,,,,,,,,,,,,0,,,0,,,,,,,15,,,,,,,,,,,,,,,,,,,,,11,12,8
2023,2,Hail the Sun God,Travis Kelce,15847,3,"TE, RB/WR/TE",TE,TRADE,KC,2,TE,172.9,11.53,98.49,78.06,,0,,93,983.9999999,5,121,469,10.58064516,1,1,1,10,5,30,15,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,15.11764706,,,,,,,,,,,,,,,,,,,,,1,4,4
2023,2,Hail the Sun God,Jared Goff,3046779,7,QB,BE,ADD,DET,2,QB,289.1,17.01,73.51,33.09,32,21,0.65625,,0,,,,,6,16,1,12,5,192,17,2,605,407,198,269.1176471,30,12,0.67272727,,,,,,,,,,,,,,0,,,0,,,,,,,15,,,,,,,,,,,,,,,,,,,,,16,3,5
2023,2,Hail the Sun God,Jets D/ST,-16020,4,D/ST,D/ST,ADD,NYJ,2,D/ST,159,9.35,85.28,65.38,,0,,,0,,,,,,,1148,7,10,,17,,,,,,,,,,,,,,,3,17,48,14,341,4969,,0,,,0,,,,,,,17,,,,,,,,,,,,,,,,,,,,,14,6,2
2023,2,Hail the Sun God,Chiefs D/ST,-16012,6,D/ST,BE,ADD,KC,2,D/ST,140,8.24,66.47,44.32,,0,,,0,,,,,,,1024,11,6,,17,,,,,,,,,,,,,,,2,8,57,15,274,4926,,0,,,0,,,,,,,17,,,,,,,,,,,,,,,,,,,,,0,0,-1
2023,2,Hail the Sun God,Nick Folk,10621,18,K,K,ADD,TEN,2,K,130,7.65,44.21,36.05,,0,,,0,,,,,,,,6,11,115,17,,,,,,,,,29,30,1,28,30,2,,,,,,,,0,,,0,,,,,,,17,,,,,,,,28.86904737,32.46013156,3.59108419,34.15763502,34.98949669,0.831861675,,,,,,,,0,0,-1
2023,2,Hail the Sun God,Noah Brown,3121409,66,"WR, RB/WR",BE,ADD,HOU,2,WR,85.1,8.51,39.92,8.55,1,-1,-1,33,566.9999999400001,2,55,223,17.18181818,,,1,6,4,12,10,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,15.11764706,,,,,,,,,,,,,,,,,,,,,0,0,-1
2023,3,ا وبدأت اوروبا  🗣📠❗️💯,Davante Adams,16800,11,"WR, RB/WR",WR,DRAFT,LV,3,WR,213.9,12.58,99.87,90.16,,0,,103,1144,8,175,336,11.10679612,,,1,8,9,48,17,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,15.11764706,,,,,,,,,,,,,,,,,,,,,1,8,3
2023,3,ا وبدأت اوروبا  🗣📠❗️💯,Josh Jacobs,4047365,27,"RB, RB/WR",RB,DRAFT,GB,3,RB,162.6,12.51,94.16,39.82,233,804.9999995,3.45493562,37,296,,54,293,8,3,1,2,5,8,36,13,6,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,14.17647059,,,,,,,,,,,,,,,,,,,,,2,5,3
2023,3,ا وبدأت اوروبا  🗣📠❗️💯,Chris Olave,4361370,19,"WR, RB/WR",WR,DRAFT,NO,3,WR,187.8,11.74,97.61,78.13,,0,,87,1123,5,138,347,12.90804598,,,1,8,8,32,16,,,,,,,,,,,,,,,,,,,,,,0,,,1124.2137216160177,5.498965836,76.64082502,124.8087909,14.66860151,1.5328165,0.85837724,15.11764706,,,,,,,,,,,,,,,,,,,,,3,8,3
2023,3,ا وبدأت اوروبا  🗣📠❗️💯,Breece Hall,4427366,4,"RB, RB/WR",RB/WR/TE,DRAFT,NYJ,3,RB,252.5,14.85,97.99,84.08,223,993.9999993,4.4573991,76,591,4,95,649,7.77631579,2,,2,7,10,56,17,5,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,14.17647059,,,,,,,,,,,,,,,,,,,,,4,5,3
2023,3,ا وبدأت اوروبا  🗣📠❗️💯,James Conner,3045147,18,"RB, RB/WR",BE,DRAFT,ARI,3,RB,188,14.46,93.7,64.23,208,1040,5,27,165,2,33,211,6.11111111,,,,4,9,54,13,7,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,13.23529412,,,,,,,,,,,,,,,,,,,,,5,8,3
2023,3,ا وبدأت اوروبا  🗣📠❗️💯,Kyle Pitts,4360248,14,"TE, RB/WR/TE",BE,DRAFT,ATL,3,TE,110.8,6.52,78.13,43.67,1,-4,-4,53,667,3,90,134,12.58490566,,,2,7,10,18,17,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,15.11764706,,,,,,,,,,,,,,,,,,,,,6,5,3
2023,3,ا وبدأت اوروبا  🗣📠❗️💯,Tyler Lockett,2577327,33,"WR, RB/WR",BE,DRAFT,SEA,3,WR,162.9,9.58,89.94,46.36,,0,,79,894.0000003,5,122,209,11.3164557,,,3,9,8,34,17,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,15.11764706,,,,,,,,,,,,,,,,,,,,,7,8,3
2023,3,ا وبدأت اوروبا  🗣📠❗️💯,Michael Thomas,2976316,79,"WR, RB/WR",BE,DRAFT,NO,3,WR,70.3,7.03,39.06,2.59,,0,,39,448.0000001,1,64,100,11.48717949,,,1,5,5,6,10,,,,,,,,,,,,,,,,,,,,,,0,,,696.3826593307418,4.085452851,70.35000641,93.29037026,9.898828655,1.161365678,0.650364779,13.23529412,,,,,,,,,,,,,,,,,,,,,8,5,3
2023,3,ا وبدأت اوروبا  🗣📠❗️💯,Tua Tagovailoa,4241479,11,QB,QB,DRAFT,MIA,3,QB,270.36,15.9,93.14,45.01,35,73.99999985,2.11428571,,0,,,,,13,19,,11,6,174,17,,560,388,172,272,29,14,0.69285714,,,,,,,,,,,,,,0,,,0,,,,,,,15,,,,,,,,,,,,,,,,,,,,,9,8,3
2023,3,ا وبدأت اوروبا  🗣📠❗️💯,Zack Moss,4035676,29,"RB, RB/WR",RB,DRAFT,CIN,3,RB,156.1,11.15,69.62,14.76,183,793.9999992,4.33879781,27,192,2,37,189,7.11111111,,,,8,6,44,14,5,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,14.17647059,,,,,,,,,,,,,,,,,,,,,12,5,3
2023,3,ا وبدأت اوروبا  🗣📠❗️💯,Taysom Hill,2468609,10,"TE, RB/WR/TE",TE,ADD,NO,3,TE,127.02,7.94,54.6,14.74,81,400.9999997,4.95061728,33,291.0000001,2,40,133,8.81818182,1,1,2,8,8,42,16,4,11,6,5,5.1875,1,,0.54545455,,,,,,,,,,,,,,0,,,0,,,,,,,15.11764706,,,,,,,,,,,,,,,,,,,,,0,0,-1
2023,3,ا وبدأت اوروبا  🗣📠❗️💯,Patriots D/ST,-16017,15,D/ST,D/ST,ADD,NE,3,D/ST,111,6.53,47.8,37.88,,0,,,0,,,,,,,1163,4,13,,17,,,,,,,,,,,,,,,1,10,36,15,334,5127,,0,,,0,,,,,,,17,,,,,,,,,,,,,,,,,,,,,16,2,9
2023,3,ا وبدأت اوروبا  🗣📠❗️💯,Cameron Dicker,4362081,7,K,K,ADD,LAC,3,K,149,8.76,56.57,46.15,,0,,,0,,,,,,,1,5,12,128,17,,,,,,,,,31,33,2,35,35,,,,,,,,,0,,,0,,,,,,,17,,,,,,,,28.08323694,32.46311492,4.379877979,45.05173271,47.3263606,2.274627884,,,,,,,,0,0,-1
2023,3,ا وبدأت اوروبا  🗣📠❗️💯,Tyler Conklin,3915486,20,"TE, RB/WR/TE",BE,ADD,NYJ,3,TE,92.6,5.45,18.79,6.83,1,0,,61,621.0000000699999,,87,246,10.18032787,,,,7,10,,17,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,15.11764706,,,,,,,,,,,,,,,,,,,,,0,0,-1
2023,3,ا وبدأت اوروبا  🗣📠❗️💯,Giants D/ST,-16019,14,D/ST,BE,ADD,NYG,3,D/ST,114,6.71,7.3,2.83,,0,,,0,,,,,,,1111,6,11,,17,,,,,,,,,,,,,,,3,18,34,19,395,6149,,0,,,0,,,,,,,17,,,,,,,,,,,,,,,,,,,,,0,0,-1
2023,3,ا وبدأت اوروبا  🗣📠❗️💯,Rams D/ST,-16014,30,D/ST,BE,ADD,LAR,3,D/ST,75,4.41,38.9,28.74,,0,,,0,,,,,,,1096,10,7,,17,,,,,,,,,,,,,,,,10,41,7,369,5744,,0,,,0,,,,,,,17,,,,,,,,,,,,,,,,,,,,,0,0,-1
2023,4,Aaron Jonestown M@ssacre,A.J. Brown,4047646,7,"WR, RB/WR",WR,DRAFT,PHI,4,WR,236.6,13.92,99.93,97.47,,0,,106,1456,7,158,473,13.73584906,2,2,1,11,6,42,17,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,15.11764706,,,,,,,,,,,,,,,,,,,,,2,9,4
2023,4,Aaron Jonestown M@ssacre,Jahmyr Gibbs,4429795,10,"RB, RB/WR",RB/WR/TE,DRAFT,DET,4,RB,216.1,14.41,98.67,89.1,182,944.9999996,5.19230769,52,316.0000002,1,71,314,6.07692308,2,1,,10,5,66,15,10,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,14.17647059,,,,,,,,,,,,,,,,,,,,,3,4,4
2023,4,Aaron Jonestown M@ssacre,Gabe Davis,4243537,40,"WR, RB/WR",BE,DRAFT,JAX,4,WR,138.9,8.17,73.25,16.96,1,-2,-2,45,746.0000001000001,7,81,180,16.57777778,1,1,4,11,6,44,17,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,15.11764706,,,,,,,,,,,,,,,,,,,,,10,9,4
2023,4,Aaron Jonestown M@ssacre,Ravens D/ST,-16033,1,D/ST,D/ST,ADD,BAL,4,D/ST,172,10.12,73.31,32.92,,0,,,0,,,,,,,1108,13,4,,17,,,,,,,,,,,,,,,1,18,60,16,268,5123,,0,,,0,,,,,,,17,,,,,,,,,,,,,,,,,,,,,0,0,-1
2023,4,Aaron Jonestown M@ssacre,Isiah Pacheco,4361529,16,"RB, RB/WR",RB,TRADE,KC,4,RB,191.9,13.71,93.89,44.4,205,935.0000001,4.56097561,44,244.0000002,2,49,359,5.54545455,1,1,,9,5,54,14,7,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,14.17647059,,,,,,,,,,,,,,,,,,,,,6,6,2
2023,4,Aaron Jonestown M@ssacre,Calvin Ridley,3925357,17,"WR, RB/WR",WR,TRADE,TEN,4,WR,191.9,11.29,94.84,64.81,9,23.000000040000003,2.55555556,76,1016,8,136,194,13.36842105,1,,1,9,8,50,17,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,15.11764706,,,,,,,,,,,,,,,,,,,,,3,1,12
