season,team_id,team_name,player_name,player_id,pos_rank,eligible_slots,lineup_slot,acquisition_type,pro_team,on_team_id,position,total_points,avg_points,percent_owned,percent_started,actual_rushingAttempts,actual_rushingYards,actual_rushingYardsPerAttempt,actual_receivingReceptions,actual_receivingYards,actual_receivingTouchdowns,actual_receivingTargets,actual_receivingYardsAfterCatch,actual_receivingYardsPerReception,actual_fumbles,actual_turnovers,actual_defensiveTotalTackles,actual_teamWin,actual_teamLoss,actual_pointsScored,actual_gamesPlayed,actual_rushingTouchdowns,actual_passingAttempts,actual_passingCompletions,actual_passingIncompletions,actual_passingYards,actual_passingTouchdowns,actual_passingInterceptions,actual_passingCompletionPercentage,actual_madeFieldGoals,actual_attemptedFieldGoals,actual_missedFieldGoals,actual_madeExtraPoints,actual_attemptedExtraPoints,actual_missedExtraPoints,actual_defensiveTouchdowns,actual_defensiveInterceptions,actual_defensiveSacks,actual_defensiveForcedFumbles,actual_defensivePointsAllowed,actual_defensiveYardsAllowed,projected_rushingAttempts,projected_rushingYards,projected_rushingTouchdowns,projected_rushingYardsPerAttempt,projected_receivingYards,projected_receivingTouchdowns,projected_receivingReceptions,projected_receivingTargets,projected_receivingYardsPerReception,projected_fumbles,projected_turnovers,projected_gamesPlayed,projected_passingAttempts,projected_passingCompletions,projected_passingIncompletions,projected_passingYards,projected_passingTouchdowns,projected_passingInterceptions,projected_passingCompletionPercentage,projected_madeFieldGoals,projected_attemptedFieldGoals,projected_missedFieldGoals,projected_madeExtraPoints,projected_attemptedExtraPoints,projected_missedExtraPoints,projected_defensiveTouchdowns,projected_defensiveInterceptions,projected_defensiveSacks,projected_defensiveForcedFumbles,projected_defensiveTotalTackles,projected_defensivePointsAllowed,projected_defensiveYardsAllowed,round_num,round_pick,drafted_team_id
2021,11,Team Popeyes,Tee Higgins,4239993,17,"WR, RB/WR",RB/WR/TE,DRAFT,CIN,11,WR,145.1,10.36,94.42,59.67,,0,,74,1091,6,110,290,14.74324324,1,1,3,8,6,38,14,,,,,,,,,,,,,,,,,,,,,3.897747871,21.367589037797895,0.108568898,5.482034689,999.1934383948748,5.756209407,78.17605589,124.421456,12.78132322,0.925603725,0.513942323,16.05882353,,,,,,,,,,,,,,,,,,,,,7,4,11
2021,11,Team Popeyes,Patriots D/ST,-16017,3,D/ST,BE,DRAFT,NE,11,D/ST,148,8.71,90.32,64.07,,0,,,0,,,,,,,1123,10,7,,17,,,,,,,,,,,,,,,3,23,36,11,279,5284,,0,,,0,,,,,,,17,,,,,,,,,,,,,,1.59448785,12.52869929,38.84534834,11.13035436,1035.163102,363.111319,5981.854679,15,4,11
2021,11,Team Popeyes,Jalen Hurts,4040715,9,QB,QB,TRADE,PHI,11,QB,312.16,20.81,93.74,50.91,139,784.0000000299999,5.64028777,,0,,1,,,9,11,,8,7,156,15,10,432,265,167,209.6,16,9,0.61342593,,,,,,,,,,,,,126.0274833,655.2338642252777,5.795072904,5.199134721,0,,,,,13.66006258,18.66399526,15.58823529,518.0992372,318.6879894,199.4112479,237.5476873,19.8928186,12.15757621,0.615109937,,,,,,,,,,,,,,7,3,8
2021,11,Team Popeyes,Sammy Watkins,16725,101,"WR, RB/WR",BE,TRADE,BAL,11,WR,43.4,3.34,6.9,0.87,,0,,27,393.9999999,1,49,94,14.59259259,1,1,,6,7,6,13,,,,,,,,,,,,,,,,,,,,,,0,,,453.8834055023428,2.831542708,36.10527611,54.99945978,12.57111022,0.499974607,0.27998578,14.17647059,,,,,,,,,,,,,,,,,,,,,0,0,-1
2021,11,Team Popeyes,Rob Gronkowski,13229,5,"TE, RB/WR/TE",TE,TRADE,TB,11,TE,116.2,9.68,98.42,82.02,,0,,55,801.9999999,6,89,350,14.58181818,,,,9,3,36,12,,,,,,,,,,,,,,,,,,,,,,0,,,617.1748887058332,6.611432667,46.9597013,75.10252121,13.14264937,0.636786132,0.356600234,16.05882353,,,,,,,,,,,,,,,,,,,,,12,10,8
2021,11,Team Popeyes,Chris Carson,3919596,75,"RB, RB/WR",BE,TRADE,SEA,11,RB,42.1,10.53,33.37,9.48,54,232.0000002,4.2962963,6,28.99999998,,6,42,4.83333333,1,1,,2,2,18,4,3,,,,,,,,,,,,,,,,,,,,222.4702348,1012.7371448222132,7.793777001,4.552236598,290.14966765960514,1.908626659,39.68776289,49.5462127,7.310809341,2.364175763,1.123311805,14.17647059,,,,,,,,,,,,,,,,,,,,,3,3,8
2021,11,Team Popeyes,K.J. Osborn,3916566,35,"WR, RB/WR",WR,ADD,MIN,11,WR,108.5,6.38,37.7,12.71,1,10,10,50,655,7,82,179,13.1,,,2,8,9,42,17,,,,,,,,,,,,,,,,,,,,,,0,,,80.78949048503735,0.535052809,6.279846515,10.39353152,12.86488297,0.066722758,0.037364744,16.05882353,,,,,,,,,,,,,,,,,,,,,0,0,-1
2021,11,Team Popeyes,Dan Arnold,4212989,32,"TE, RB/WR/TE",BE,ADD,JAX,11,TE,40.8,4.08,7.31,0.97,,0,,35,408.0000001,,52,188,11.65714286,1,1,,5,5,2,10,,,,,,,,,,,,,,,,,,,,,,0,,,370.88883721777177,2.140595199,30.04522332,46.3712527,12.34435282,0.600904466,0.336506501,16.05882353,,,,,,,,,,,,,,,,,,,,,0,0,-1
2021,11,Team Popeyes,Zack Moss,4035676,53,"RB, RB/WR",BE,TRADE,BUF,11,RB,82.2,6.32,38.58,6.11,96,345,3.59375,23,196.99999997000003,1,32,200,8.56521739,2,1,1,9,4,30,13,4,,,,,,,,,,,,,,,,,,,,132.2406269,564.0702906225384,4.173329706,4.265484094,244.04471243126216,1.59945346,31.74974376,41.97851165,7.68650967,0.672521692,0.322380494,15.11764706,,,,,,,,,,,,,,,,,,,,,9,1,9
2021,11,Team Popeyes,Melvin Gordon III,2576434,17,"RB, RB/WR",RB,TRADE,DEN,11,RB,167.1,10.44,86.58,40.06,203,918.0000005,4.52216749,28,213.0000001,2,38,186,7.60714286,3,3,,7,9,60,16,8,,,,,,,,,,,,,,,,,,,,166.6374621,735.7022015559488,4.847117892,4.414986836,176.32297108735662,1.004522906,25.45558862,32.1657394,6.926689998,3.816217289,1.806031307,15.11764706,,,,,,,,,,,,,,,,,,,,,8,12,9
2021,11,Team Popeyes,Chris Boswell,17372,4,K,K,ADD,PIT,11,K,158,9.29,54.99,49.1,,0,,,0,,,,,,,,9,7,135,17,,1,,1,,,,,36,40,4,27,29,2,,,,,,,,0,,,0,,,,,,,17,,,,,,,,24.95944589,28.82320329,3.863757399,39.71793802,40.93458523,1.216647213,,,,,,,,0,0,-1
2021,11,Team Popeyes,Taylor Heinicke,2565969,20,QB,BE,ADD,WSH,11,QB,221.86,13.87,19.4,5.15,60,313.00000020000004,5.21666667,1,-2,,1,2,-2,7,17,1,7,9,128,16,1,494,321,173,213.6875,20,15,0.64979757,,,,,,,,,,,,,7.981471361,37.64578525709179,0.38800313,4.716647289,0,,,,,0.953609728,2.641553293,16.05882353,93.83820162,60.39896315,33.43923848,41.16847156,3.746561612,2.185228611,0.64365005,,,,,,,,,,,,,,0,0,-1
2021,11,Team Popeyes,Bengals D/ST,-16004,18,D/ST,D/ST,ADD,CIN,11,D/ST,91,5.35,15.34,7.77,,0,,,0,,,,,,,1130,10,7,,17,,,,,,,,,,,,,,,2,13,42,17,358,5964,,0,,,0,,,,,,,17,,,,,,,,,,,,,,1.571177684,13.1224644,36.88662612,13.87299913,1051.207006,414.3569518,6198.364632,0,0,-1
2021,12,josh gordon's cup,Justin Jefferson,4262921,4,"WR, RB/WR",WR,DRAFT,MIN,12,WR,222.4,13.08,99.83,97.53,6,13.999999979999998,2.33333333,108,1616,10,167,482,14.96296296,1,1,,8,9,60,17,,4,2,2,2.05882353,,,0.5,,,,,,,,,,,,,,0,,,1256.329120470081,7.67095512,88.86274673,135.1159098,14.13786054,0.955017989,0.534810074,16.05882353,,,,,,,,,,,,,,,,,,,,,2,1,12
2021,12,josh gordon's cup,Kareem Hunt,3059915,46,"RB, RB/WR",BE,DRAFT,CLE,12,RB,88,11,82.1,13.4,78,386.0000001,4.94871795,22,174,,27,174,7.90909091,,,,4,4,32,8,5,,,,,,,,,,,,,,,,,,,,131.3480416,569.6760893,5.653881532,4.337149472,354.43940284994153,2.565520297,41.32584493,54.36058748,8.576700693,1.217950444,0.589406274,15.11764706,,,,,,,,,,,,,,,,,,,,,5,12,12
2021,12,josh gordon's cup,Myles Gaskin,3886818,28,"RB, RB/WR",RB,DRAFT,MIA,12,RB,124.6,7.33,82.43,23.97,173,611.9999992500001,3.53757225,49,233.9999998,4,63,250,4.7755102,2,1,,9,8,42,17,3,,,,,,,,,,,,,,,,,,,,169.8415779,707.8109933564685,4.749596198,4.167477729,350.84368867438127,1.750590817,46.71853317,59.45694219,7.509732538,1.936403077,0.932519457,15.11764706,,,,,,,,,,,,,,,,,,,,,6,1,12
2021,12,josh gordon's cup,Marquez Callaway,4035170,38,"WR, RB/WR",BE,DRAFT,NO,12,WR,105.8,6.22,30.06,6.42,,0,,46,697.9999998,6,84,144,15.17391304,,,,9,8,36,17,,,,,,,,,,,,,,,,,,,,,,0,,,780.9673746688384,4.680235532,61.57648409,96.08352147,12.68288351,0.654244146,0.366376722,16.05882353,,,,,,,,,,,,,,,,,,,,,7,12,12
2021,12,josh gordon's cup,Tyler Higbee,2573401,14,"TE, RB/WR/TE",BE,DRAFT,LAR,12,TE,86,5.73,70.77,30.37,,0,,61,560.0000000699999,5,85,281,9.18032787,1,,,10,5,30,15,,,,,,,,,,,,,,,,,,,,,,0,,,592.0316584,4.64217121,52.13859457,75.81934963,11.35496005,0.504783286,0.28267864,16.05882353,,,,,,,,,,,,,,,,,,,,,10,1,12
2021,12,josh gordon's cup,Derrick Henry,3043078,14,"RB, RB/WR",BE,TRADE,TEN,12,RB,175.3,21.91,79.99,12.18,219,936.9999994,4.27853881,18,154.0000001,,20,160,8.55555556,1,,,6,2,68,8,10,1,1,,0.625,1,,1,,,,,,,,,,,,,329.4777711,1546.7084071874008,13.18339243,4.694424155,201.68819640038495,1.06291105,27.15166546,35.57624444,7.428207183,2.808512571,1.313298144,15.11764706,,,,,,,,,,,,,,,,,,,,,1,5,10
2021,12,josh gordon's cup,Hunter Renfrow,3135321,13,"WR, RB/WR",RB/WR/TE,ADD,LV,12,WR,156.1,9.18,92.59,73.64,3,3,1,103,1038,9,128,452,10.0776699,5,1,2,10,7,54,17,,,,,,,,,,,,,,,,,,,,,,0,,,546.9506459959861,3.042164637,47.39702567,67.28600224,11.53976728,0.556489556,0.311634151,16.05882353,,,,,,,,,,,,,,,,,,,,,0,0,-1
2021,12,josh gordon's cup,Dawson Knox,3930086,6,"TE, RB/WR/TE",TE,ADD,BUF,12,TE,115.1,7.67,89.32,59.73,,0,,49,587.0000002,9,71,277,11.97959184,,,2,10,5,54,15,,,,,,,,,,,,,,,,,,1,,,,0,,,439.7506702050714,4.613409912,39.57619175,61.52623211,11.11149534,0.611503364,0.342441884,16.05882353,,,,,,,,,,,,,,,,,,,,,0,0,-1
2021,12,josh gordon's cup,Joe Burrow,3915511,8,QB,QB,ADD,CIN,12,QB,314.24,19.64,84.57,32.34,40,118,2.95,,0,,,,,5,16,2,10,6,216,16,2,520,366,154,288.1875,34,14,0.70384615,,,,,,,,,,,,,58.08928248,246.03353221842033,3.643048435,4.235437618,0,,,,,11.31233175,16.0916339,16.05882353,595.9260344,387.7457202,208.1803142,261.0767274,24.61577688,10.68056047,0.650660817,,,,,,,,,,,,,,10,5,5
2021,12,josh gordon's cup,D'Ernest Johnson,3139602,48,"RB, RB/WR",BE,ADD,CLE,12,RB,85.1,6.55,20.42,2.15,100,534,5.34,19,137.0000001,,25,138,7.21052632,1,,1,7,6,18,13,3,,,,,,,,,,,,,,,,,,,,31.70469968,140.26657285843845,1.042988507,4.424157121,16.448637686718875,0.094045635,2.056936955,2.718029374,7.996665939,0.276911784,0.129066513,15.11764706,,,,,,,,,,,,,,,,,,,,,0,0,-1
2021,12,josh gordon's cup,A.J. Green,13983,43,"WR, RB/WR",BE,ADD,ARI,12,WR,102.8,6.43,41.45,11.67,,0,,54,847.9999998,3,92,181,15.7037037,,,1,10,6,18,16,,,,,,,,,,,,,,,,,,,,,,0,,,606.0956828497817,4.414550342,48.65880946,87.26219945,12.4560319,0.611428934,0.342400203,14.17647059,,,,,,,,,,,,,,,,,,,,,0,0,-1
2021,12,josh gordon's cup,Younghoe Koo,3049899,18,K,K,ADD,ATL,12,K,123,7.24,38.69,31.29,,0,,,0,,,,,,,3,7,10,111,17,,,,,,,,,27,29,2,30,30,,,,,,,,,0,,,0,,,,,,,17,,,,,,,,26.48243546,30.19771377,3.715278313,38.06029365,38.7857135,0.725419849,,,,,,,,12,1,12
2021,12,josh gordon's cup,Jamaal Williams,2980453,41,"RB, RB/WR",RB,TRADE,DET,12,RB,93.8,7.22,60.32,9.89,153,601.0000007,3.92810458,26,157,,28,156,6.03846154,1,,,2,11,18,13,3,,,,,,,,,,,,,,,,,,,,155.4256546,641.2706679034699,3.438735312,4.12589974,249.37583471147124,1.041797681,33.69698345,42.31450871,7.400538837,0.775588689,0.370589872,15.11764706,,,,,,,,,,,,,,,,,,,,,11,8,5
2021,12,josh gordon's cup,Mike Williams,3045138,9,"WR, RB/WR",WR,TRADE,LAC,12,WR,170.6,10.66,91.78,36.03,,0,,76,1146,9,129,415,15.07894737,,,,9,7,56,16,,,,,,,,,,,,,,,,,,,,,,0,,,907.5010550952592,6.044914009,59.93148021,103.6920112,15.14231005,0.445736298,0.249612327,16.05882353,,,,,,,,,,,,,,,,,,,,,10,10,8
2021,12,josh gordon's cup,Aaron Rodgers,8439,5,QB,BE,ADD,GB,12,QB,332.3,20.77,96.82,63.66,33,101,3.06060606,1,-4,,1,,-4,3,4,,13,3,240,16,3,531,366,165,257.1875,37,4,0.68926554,,,,,,,,,,,,,40.32668448,179.08871520002987,2.016474111,4.440948159,0,,,,,6.654015014,12.17498382,16.05882353,571.6164762,382.5207732,189.095703,267.8850671,35.24575961,8.989361698,0.669191301,,,,,,,,,,,,,,5,10,3
2021,12,josh gordon's cup,Rams D/ST,-16014,13,D/ST,D/ST,ADD,LAR,12,D/ST,105,6.18,70.93,44.89,,0,,,0,,,,,,,1191,12,5,,17,,,,,,,,,,,,,,,,19,50,14,342,5863,,0,,,0,,,,,,,17,,,,,,,,,,,,,,1.49348343,13.01667541,41.05485838,12.52684666,1001.687628,384.44826,5873.999101,16,2,1
2022,1,The Commish,Derrick Henry,3043078,4,"RB, RB/WR",BE,DRAFT,TEN,1,RB,286.26,17.89,99.83,74.64,349,1538,4.40687679,33,398,,41,386,12.06060606,6,3,,7,9,84,16,13,2,2,,0.25,1,,1,,,,,,,,,,,,,341.4767747,1451.0167161728975,10.90479812,4.249239842,218.69980972491425,0.832684991,28.74480399,37.28763809,7.608324962,2.679898093,1.253560431,15.11764706,,,,,,,,,,,,,,,,,,,,,1,6,1
2022,1,The Commish,CeeDee Lamb,4241389,6,"WR, RB/WR",WR,DRAFT,DAL,1,WR,248.1,14.59,99.83,96.2,10,47,4.7,107,1359,9,156,486,12.70093458,,,2,12,5,54,17,,,,,,,,,,,,,,,,,,,,,8.77156507,58.62876968015998,0.432130251,6.683957676,1143.1303919175891,7.133015128,86.67305664,132.3495876,13.18899363,0.940200796,0.517871799,16.05882353,,,,,,,,,,,,,,,,,,,,,2,7,1
2022,1,The Commish,DJ Moore,3915416,22,"WR, RB/WR",BE,DRAFT,CHI,1,WR,167.6,9.86,95.04,58.61,10,53,5.3,63,888.0000003,7,118,178,14.0952381,,,1,7,10,42,17,,,,,,,,,,,,,,,,,,,,,7.890467107,54.58784122542918,0.27967124,6.918201481,1167.019526972428,5.383397189,79.03060366,132.7992731,14.76667864,1.281806274,0.706175612,16.05882353,,,,,,,,,,,,,,,,,,,,,3,6,1
2022,1,The Commish,Josh Jacobs,4047365,3,"RB, RB/WR",RB,DRAFT,LV,1,RB,301.8,17.75,99.65,90.52,340,1653.000001,4.86176471,53,399.9999999,,64,374,7.54716981,3,1,3,6,11,72,17,12,,,,,,,,,,,,,,,,,,,,210.9023096,884.6301737631762,8.809993232,4.194502068,264.08286641840846,1.055724691,37.37668596,47.34847575,7.065443595,1.80612227,0.858006166,15.11764706,,,,,,,,,,,,,,,,,,,,,4,7,1
2022,1,The Commish,Patrick Mahomes,3139477,1,QB,QB,DRAFT,KC,1,QB,416.9,24.52,99.95,96.23,61,358.0000001,5.86885246,1,6,,1,15,6,5,12,2,14,3,272,17,4,648,435,213,308.8235294,41,12,0.6712963,,,,,,,,,,,,,62.25016739,359.2555641709216,3.085627531,5.771158203,0,,,,,8.663093133,16.30687265,16,613.5599723,394.1677257,219.3922466,287.1873921,35.82717305,12.16382363,0.64242738,,,,,,,,,,,,,,5,6,1
2022,1,The Commish,Miles Sanders,4045163,13,"RB, RB/WR",RB,DRAFT,CAR,1,RB,206.7,12.16,96.43,70.73,259,1269,4.8996139,20,78,,26,103,3.9,2,2,,14,3,66,17,11,,,,,,,,,,,,,,,,,,,,214.9636463,1050.6370199394244,4.972966629,4.887510228,200.9034774350092,1.060099631,24.60800232,33.83962709,8.164152247,2.091947856,0.983783806,14.17647059,,,,,,,,,,,,,,,,,,,,,6,7,1
2022,1,The Commish,DeAndre Hopkins,15795,47,"WR, RB/WR",WR,DRAFT,ARI,1,WR,119.7,13.3,94.41,33.64,,0,,64,717,3,96,165,11.203125,2,1,2,2,7,18,9,,,,,,,,,,,,,,,,,,,,,,0,,,661.9591193965472,4.610618935,56.89572408,82.12054899,11.63460225,0.785198809,0.439711333,10.35294118,,,,,,,,,,,,,,,,,,,,,8,7,1
2022,1,The Commish,Tyler Lockett,2577327,13,"WR, RB/WR",RB/WR/TE,DRAFT,SEA,1,WR,195.3,12.21,93.57,37.59,,0,,84,1033,9,117,274,12.29761905,2,2,2,9,7,54,16,,,,,,,,,,,,,,,,,,,,,1.99447871,11.017126834161054,0.060416646,5.523812703,941.8814354081372,3.808091962,79.01346325,112.0299936,11.92051831,0.760270737,0.423879767,16.05882353,,,,,,,,,,,,,,,,,,,,,9,6,1
2022,1,The Commish,Jakobi Meyers,3916433,28,"WR, RB/WR",BE,DRAFT,LV,1,WR,146.8,10.49,71.66,12.47,2,-11,-5.5,67,804,6,96,238,12,2,2,1,7,7,38,14,,,,,,,,,,,,,,,,,,,,,,0,,,790.1199972243976,3.726905271,72.36491708,107.2833218,10.91855044,0.861938924,0.482685797,15.55882353,,,,,,,,,,,,,,,,,,,,,11,6,1
2022,1,The Commish,Daniel Jones,3917792,9,QB,BE,DRAFT,NYG,1,QB,289,18.06,64.09,26.14,120,708,5.9,,0,,,,,6,8,,9,6,132,16,7,472,317,155,200.3125,15,5,0.67161017,,,,,,,,,,,,,72.83831955,380.0904790432562,2.717645115,5.218276333,0,,,,,10.76383336,16.90661261,15,528.0549045,334.9343051,193.1205994,246.7744753,20.22119579,11.76456349,0.634279319,,,,,,,,,,,,,,15,6,1
2022,1,The Commish,Dawson Knox,3930086,14,"TE, RB/WR/TE",TE,ADD,BUF,1,TE,111.7,7.45,77.65,41.92,,0,,48,516.9999998,6,65,193,10.77083333,,,3,12,3,36,15,,,,,,,,,,,,,,,,,,,,,,0,,,604.6765344396962,6.025094685,49.89384542,76.49818187,12.11926099,0.550706492,0.308395636,15.11764706,,,,,,,,,,,,,,,,,,,,,7,11,9
2022,1,The Commish,Jaguars D/ST,-16030,10,D/ST,D/ST,ADD,JAX,1,D/ST,111,6.53,49.29,40.53,,0,,,0,,,,,,,1180,9,8,,17,,,,,,,,,,,,,,,4,14,35,17,350,6006,,0,,,0,,,,,,,17,,,,,,,,,,,,,,1.797807869,12.35196316,39.84912966,11.29180708,1065.053707,407.7419029,6111.541559,0,0,-1
2022,1,The Commish,Chiefs D/ST,-16012,9,D/ST,BE,ADD,KC,1,D/ST,115,6.76,71.46,56.63,,0,,,0,,,,,,,1155,14,3,,17,,,,,,,,,,,,,,,2,11,55,12,369,5579,,0,,,0,,,,,,,17,,,,,,,,,,,,,,1.842802251,14.10269346,42.12010633,14.00292656,1035.19561,415.1429526,6161.533692,0,0,-1
2022,1,The Commish,Titans D/ST,-16010,26,D/ST,BE,ADD,TEN,1,D/ST,80,4.71,36.85,20.07,,0,,,0,,,,,,,1154,7,10,,17,,,,,,,,,,,,,,,1,14,39,11,347,5978,,0,,,0,,,,,,,17,,,,,,,,,,,,,,1.851878775,13.56332844,41.88739325,12.85601726,1000.647589,406.4292236,5920.663168,0,0,-1
2022,1,The Commish,Taysom Hill,2468609,5,"TE, RB/WR/TE",BE,ADD,NO,1,TE,141.3,8.83,45.29,16.8,96,574.9999997,5.98958333,9,77.00000004,2,13,37,8.55555556,2,,,7,9,66,16,7,19,13,6,15,2,,0.68421053,,,,,,,,,,,,,26.34672701,137.01206266938817,1.640827164,5.200344719,232.06285790193212,1.945318792,21.46640872,31.73108199,10.81051148,0.757357464,0.382387108,16.05882353,,,,,,,,,,,,,,,,,,,,,0,0,-1
2022,1,The Commish,Chris Boswell,17372,31,K,K,ADD,PIT,1,K,89,7.42,29.42,24.97,,0,,,0,,,,,,,,6,6,78,12,,,,,,,,,20,28,8,18,18,,,,,,,,,0,,,0,,,,,,,17,,,,,,,,28.63877171,32.45365136,3.814879656,28.91409958,29.50418325,0.590083665,,,,,,,,0,0,-1
2022,2,Better Call Jamaal,Tee Higgins,4239993,17,"WR, RB/WR",WR,DRAFT,CIN,2,WR,183.9,11.49,99.35,84.6,,0,,74,1029,7,109,286,13.90540541,,,,12,4,44,16,,,,,,,,,,,,,,,,,,,,,,0,,,1086.279066080889,8.150258546,79.97290187,124.7318181,13.58308928,0.980037918,0.548821234,16.05882353,,,,,,,,,,,,,,,,,,,,,3,9,2
2022,2,Better Call Jamaal,Mike Evans,16737,16,"WR, RB/WR",WR,DRAFT,TB,2,WR,186.9,12.46,98.05,70.19,,0,,77,1124,6,127,216,14.5974026,,,4,8,7,36,15,,,,,,,,,,,,,,,,,,,,,,0,,,1017.2243912796584,8.004296987,73.65884367,118.8657313,13.80994244,0.640034791,0.358419483,16.05882353,,,,,,,,,,,,,,,,,,,,,4,4,2
2022,2,Better Call Jamaal,Dalton Schultz,3117256,10,"TE, RB/WR/TE",BE,DRAFT,HOU,2,TE,114.2,7.61,93.75,71.69,,0,,57,577.0000001,5,89,204,10.12280702,1,1,1,11,4,30,15,,,,,,,,,,,,,,,,,,,,,,0,,,711.3158934681715,5.026487941,75.35753146,100.5299086,9.439214365,0.594526874,0.332935049,16.05882353,,,,,,,,,,,,,,,,,,,,,6,4,2
2022,2,Better Call Jamaal,Christian Kirk,3895856,11,"WR, RB/WR",RB/WR/TE,DRAFT,JAX,2,WR,199.9,11.76,95.35,62.77,5,11,2.2,84,1108,8,133,377,13.19047619,1,1,1,9,8,48,17,,1,,1,,,,,,,,,,,,,,,,,,0,,,915.8412133,4.534176649,81.24518201,118.2349983,11.2725603,0.901148713,0.504643279,16.05882353,,,,,,,,,,,,,,,,,,,,,8,4,2
2022,2,Better Call Jamaal,Tom Brady,2330,12,QB,BE,DRAFT,TB,2,QB,271.66,15.98,85.69,45.17,29,-1.00000004,-0.03448276,,0,,1,,,5,13,1,8,9,156,17,1,733,490,243,276.1176471,25,9,0.66848568,,,,,,,,,,,,,27.78590041,42.18014515807214,2.148636807,1.518041328,0,,,,,7.003792548,15.37162231,16,637.1673479,423.9207089,213.2466389,283.7284213,33.98758667,12.01539778,0.66532083,,,,,,,,,,,,,,9,9,2
2022,2,Better Call Jamaal,Jamaal Williams,2980453,8,"RB, RB/WR",RB,DRAFT,NO,2,RB,219.9,12.94,86.86,36.84,262,1066,4.06870229,12,72.99999996,,16,65,6.08333333,3,2,,9,8,104,17,17,,,,,,,,,,,,,,,,,,,,143.5431611,581.4643378399322,4.110526255,4.050797916,138.75538975403336,0.567038916,23.24937919,27.6038991,5.968133111,0.935984905,0.443599843,14.17647059,,,,,,,,,,,,,,,,,,,,,11,9,2
2022,2,Better Call Jamaal,Travis Kelce,15847,1,"TE, RB/WR/TE",TE,TRADE,KC,2,TE,261.3,15.37,99.96,99.08,2,5,2.5,110,1338,12,152,648,12.16363636,1,1,2,14,3,74,17,,,,,,,,,,,,,,,,,,,,,1.784783634,7.134166961989757,0.239242868,3.997216708,973.0215106949408,6.96839163,86.50713219,118.7592554,11.24787617,0.91224375,0.509012438,16.05882353,,,,,,,,,,,,,,,,,,,,,1,12,12
2022,2,Better Call Jamaal,Jason Myers,2473037,4,K,K,ADD,SEA,2,K,156,9.18,61.29,51.12,,0,,,0,,,,,,,3,9,8,143,17,,,,,,,,,34,37,3,41,42,1,,,,,,,,0,,,0,,,,,,,17,,,,,,,,27.58539501,32.79275013,5.207355113,31.86354301,33.97994754,2.116404529,,,,,,,,0,0,-1
2022,2,Better Call Jamaal,Kareem Hunt,3059915,40,"RB, RB/WR",BE,TRADE,CLE,2,RB,109.3,6.43,70.34,13.3,123,468.0000002,3.80487805,35,210,1,44,243,6,1,,,7,10,24,17,3,,,,,,,,,,,,,,,,,,,,125.5901272,556.4386742648746,4.498263765,4.430592489,401.8742709283393,2.147838726,47.09198505,61.59256807,8.533814629,0.925634119,0.45103458,15.11764706,,,,,,,,,,,,,,,,,,,,,8,12,8
2022,2,Better Call Jamaal,Dalvin Cook,3116593,10,"RB, RB/WR",RB,TRADE,MIN,2,RB,218.3,12.84,99.75,91.14,264,1173.0000004800002,4.44318182,39,294.9999998,2,56,331,7.56410256,4,4,2,13,4,60,17,8,,,,,,,,,,,,,,,,,,,,256.4937973,1137.3430200246073,9.779578638,4.434193076,360.9194284553695,1.108295968,44.97816549,58.47992734,8.024325237,3.046618613,1.446898645,14.17647059,,,,,,,,,,,,,,,,,,,,,1,8,11
2022,2,Better Call Jamaal,Justin Fields,4362887,6,QB,QB,ADD,CHI,2,QB,295.98,19.73,89.33,41.44,160,1143,7.14375,,0,,,,,16,13,,3,12,150,15,8,318,192,126,149.4666667,17,11,0.60377358,,,,,,,,,,,,,104.2332236,602.7960495679409,2.66305111,5.783146954,0,,,,,13.34770319,21.97121675,16,517.3835655,325.7563519,191.6272136,228.6909963,17.86136406,15.60601251,0.629622535,,,,,,,,,,,,,,12,10,10
2022,2,Better Call Jamaal,Christian Watson,4248528,34,"WR, RB/WR",BE,ADD,GB,2,WR,143.6,10.26,89.43,49.36,7,80.00000001,11.42857143,41,610.9999998,7,66,276,14.90243902,,,,7,7,54,14,2,,,,,,,,,,,,,,,,,,,,4.018074725,24.49450858182718,0.15566648,6.096080899,459.7585462203451,4.046308076,35.25132131,56.71918359,13.04230676,0.417233508,0.229381599,16.05882353,,,,,,,,,,,,,,,,,,,,,16,9,5
2022,2,Better Call Jamaal,Alexander Mattison,4048244,49,"RB, RB/WR",BE,ADD,MIN,2,RB,80.9,4.76,20.16,1.02,74,282.99999968000003,3.82432432,15,91.00000005,1,18,121,6.06666667,,,,13,4,36,17,5,,,,,,,,,,,,,,,,,,,,114.1473092,457.7625616713065,3.554436713,4.010279041,159.86993320426012,0.762726979,22.37827368,28.53772388,7.143979714,0.937763308,0.446742251,15.11764706,,,,,,,,,,,,,,,,,,,,,12,8,4
2022,2,Better Call Jamaal,Vikings D/ST,-16016,28,D/ST,BE,ADD,MIN,2,D/ST,71,4.18,27.01,18.48,,0,,,0,,,,,,,1173,13,4,,17,,,,,,,,,,,,,,,1,15,38,11,415,6608,,0,,,0,,,,,,,17,,,,,,,,,,,,,,1.821187138,12.43071741,40.21586523,11.79627243,1033.258883,391.5243338,6009.083979,0,0,-1
